Iraw[0;1] R It 
0.88902 1.48461 9.74278
0.88889 1.48472 10.26767
0.88929 1.48483 10.74981
0.88860 1.48493 11.23440
0.88898 1.48506 11.75058
0.88874 1.48518 12.25223
0.88859 1.48531 12.76597
0.88909 1.48544 13.26346
0.88880 1.48558 13.75097
0.88828 1.48572 14.24921
0.88827 1.48588 14.74912
0.88795 1.48603 15.24782
0.88809 1.48619 15.75824
0.88775 1.48635 16.25950
0.88707 1.48651 16.74629
0.88675 1.48668 17.24956
0.88609 1.48686 17.75705
0.88593 1.48704 18.25045
0.88562 1.48723 18.75430
0.88525 1.48742 19.26129
0.88511 1.48761 19.75229
0.88444 1.48781 20.24737
0.88379 1.48801 20.74768
0.88342 1.48821 21.24247
0.88268 1.48843 21.75209
0.88223 1.48864 22.25592
0.88161 1.48886 22.75656
0.88121 1.48909 23.26156
0.88077 1.48933 23.76033
0.88048 1.48956 24.25419
0.88000 1.48980 24.74427
0.87945 1.49005 25.25467
0.87869 1.49031 25.76180
0.87855 1.49055 26.25396
0.87787 1.49080 26.74672
0.87730 1.49107 27.24939
0.87684 1.49135 27.75355
0.87666 1.49162 28.25696
0.87573 1.49190 28.75856
0.87550 1.49217 29.25140
0.87469 1.49246 29.74803
0.87454 1.49274 30.24730
0.87441 1.49305 30.74881
0.87391 1.49335 31.25419
0.87339 1.49365 31.77290
0.87283 1.49397 32.25023
0.87213 1.49428 32.76173
0.87158 1.49460 33.25162
0.87120 1.49490 33.75544
0.87042 1.49523 34.24329
0.86989 1.49558 34.75496
0.86960 1.49591 35.26027
0.86908 1.49624 35.74575
0.86836 1.49660 36.25078
0.86790 1.49694 36.73925
0.86724 1.49729 37.25726
0.86661 1.49765 37.75612
0.86617 1.49801 38.23753
0.86539 1.49838 38.74880
0.86484 1.49875 39.25464
0.86420 1.49911 39.75436
0.86380 1.49950 40.26081
0.86303 1.49986 40.75138
0.86245 1.50024 41.24749
0.86175 1.50065 41.76241
0.86099 1.50104 42.24917
0.86022 1.50144 42.76238
0.85948 1.50183 43.25039
0.85905 1.50224 43.75169
0.85837 1.50264 44.26326
0.85766 1.50306 44.75762
0.85700 1.50348 45.25083
0.85637 1.50389 45.76001
0.85567 1.50430 46.24439
0.85474 1.50474 46.75802
0.85370 1.50516 47.25292
0.85306 1.50558 47.74787
0.85218 1.50603 48.25221
0.85132 1.50647 48.76137
0.85011 1.50692 49.25160
0.84893 1.50737 49.75297
0.84770 1.50782 50.24414
0.84687 1.50826 50.74506
0.84594 1.50871 51.25093
0.84481 1.50917 51.76119
0.84367 1.50964 52.24463
0.84250 1.51010 52.74209
0.84156 1.51057 53.24473
0.84050 1.51104 53.74514
0.83935 1.51154 54.24725
0.83832 1.51201 54.74916
0.83701 1.51249 55.24900
0.83619 1.51299 55.75087
0.83500 1.51347 56.24302
0.83376 1.51399 56.76279
0.83288 1.51445 57.23993
0.83185 1.51495 57.74668
0.83087 1.51545 58.24849
0.82934 1.51596 58.75011
0.82799 1.51647 59.25170
0.82659 1.51699 59.75257
0.82537 1.51750 60.25449
0.82434 1.51803 60.75042
0.82318 1.51854 61.24702
0.82190 1.51907 61.75447
0.82112 1.51958 62.24543
0.81956 1.52011 62.75353
0.81845 1.52065 63.24393
0.81667 1.52118 63.75380
0.81612 1.52170 64.24684
0.81378 1.52224 64.75615
0.81248 1.52278 65.24667
0.81074 1.52333 65.75239
0.80884 1.52386 66.25823
0.80774 1.52441 66.75716
0.80600 1.52496 67.26170
0.80395 1.52551 67.75547
0.80185 1.52606 68.25102
0.79997 1.52660 68.74799
0.79823 1.52717 69.24855
0.79625 1.52771 69.75381
0.79355 1.52829 70.25953
0.79212 1.52882 70.74396
0.79017 1.52937 71.24193
0.78861 1.52996 71.74847
0.78626 1.53051 72.24304
0.78382 1.53112 72.75302
0.78180 1.53166 73.24807
0.77898 1.53224 73.75156
0.77761 1.53278 74.23994
0.77191 1.53346 74.76185
0.77053 1.53406 75.24716
0.77085 1.53464 75.74209
0.77254 1.53506 76.22423
0.77377 1.53551 76.74615
0.77185 1.53609 77.23772
0.77011 1.53666 77.73762
0.77058 1.53723 78.21845
0.76801 1.53784 78.75515
0.89575 1.60218 0.81036
0.89347 1.60247 2.39939
0.89258 1.60255 3.75118
0.89331 1.60269 5.20530
0.89380 1.60277 5.87967
0.89299 1.60284 6.38611
0.89282 1.60291 6.92215
0.89296 1.60296 7.27028
0.89608 1.60306 7.85705
0.89407 1.60313 8.28190
0.89261 1.60320 8.73471
0.89478 1.60332 9.28753
0.89304 1.60341 9.79972
0.89307 1.60351 10.24486
0.89360 1.60361 10.73592
0.89423 1.60375 11.29784
0.89233 1.60384 11.72254
0.89233 1.60397 12.25506
0.89282 1.60409 12.76115
0.89233 1.60423 13.25307
0.89143 1.60436 13.77083
0.89179 1.60450 14.24545
0.89075 1.60463 14.70088
0.88990 1.60479 15.22954
0.88929 1.60494 15.72215
0.88867 1.60510 16.22189
0.88846 1.60527 16.75932
0.88773 1.60542 17.19294
0.88793 1.60562 17.75078
0.88761 1.60582 18.28389
0.88646 1.60598 18.73041
0.88649 1.60618 19.24577
0.88439 1.60636 19.73625
0.88538 1.60657 20.25987
0.88438 1.60677 20.74674
0.88430 1.60699 21.26100
0.88383 1.60720 21.76467
0.88300 1.60741 22.25465
0.88265 1.60764 22.74988
0.88189 1.60786 23.24372
0.88141 1.60810 23.76130
0.88077 1.60833 24.25315
0.87962 1.60859 24.77633
0.87978 1.60881 25.23316
0.87926 1.60910 25.79606
0.87836 1.60932 26.24672
0.87863 1.60960 26.76918
0.87837 1.60987 27.26972
0.87810 1.61014 27.77224
0.87698 1.61041 28.25957
0.87706 1.61068 28.74296
0.87627 1.61097 29.25309
0.87616 1.61128 29.78329
0.87476 1.61156 30.27892
0.87482 1.61185 30.75869
0.87424 1.61216 31.26324
0.87392 1.61247 31.77876
0.87376 1.61278 32.27400
0.87299 1.61308 32.75109
0.87189 1.61340 33.25149
0.87166 1.61377 33.80604
0.87136 1.61407 34.27389
0.87022 1.61439 34.75672
0.87058 1.61472 35.24767
0.87031 1.61506 35.74316
0.86922 1.61540 36.24179
0.86905 1.61576 36.74610
0.86755 1.61612 37.26487
0.86673 1.61648 37.76879
0.86608 1.61683 38.25757
0.86566 1.61719 38.74671
0.86441 1.61756 39.25080
0.86402 1.61794 39.75189
0.86396 1.61832 40.25850
0.86245 1.61868 40.72834
0.86226 1.61908 41.25672
0.86073 1.61948 41.76959
0.86028 1.61987 42.26369
0.85962 1.62027 42.77327
0.85788 1.62065 43.24460
0.85794 1.62103 43.71500
0.85751 1.62148 44.26597
0.85584 1.62186 44.72018
0.85497 1.62228 45.23301
0.85466 1.62271 45.73732
0.85375 1.62315 46.26214
0.85325 1.62355 46.73483
0.85172 1.62400 47.25245
0.85077 1.62444 47.76543
0.85038 1.62486 48.23892
0.84876 1.62531 48.74518
0.84824 1.62575 49.24503
0.84700 1.62618 49.72140
0.84548 1.62668 50.27358
0.84596 1.62711 50.74511
0.84377 1.62759 51.26021
0.84229 1.62802 51.73328
0.84254 1.62849 52.22925
0.84111 1.62899 52.76907
0.84046 1.62944 53.23497
0.83827 1.62994 53.76261
0.83781 1.63042 54.26591
0.83738 1.63091 54.77399
0.83629 1.63139 55.26614
0.83432 1.63188 55.76293
0.83352 1.63238 56.27346
0.83238 1.63287 56.77066
0.83159 1.63340 57.29939
0.83114 1.63387 57.76796
0.82980 1.63435 58.24591
0.82797 1.63489 58.77635
0.82728 1.63536 59.23721
0.82637 1.63587 59.73755
0.82433 1.63638 60.23815
0.82379 1.63694 60.77342
0.82226 1.63745 61.26539
0.82004 1.63796 61.75820
0.81853 1.63848 62.26052
0.81736 1.63902 62.76898
0.81480 1.63952 63.24523
0.81288 1.64006 63.75224
0.81196 1.64061 64.26569
0.80935 1.64112 64.74202
0.80751 1.64163 65.22036
0.80532 1.64225 65.79284
0.80442 1.64275 66.25177
0.80205 1.64331 66.76307
0.79925 1.64381 67.22552
0.79767 1.64441 67.76511
0.79612 1.64493 68.24286
0.79282 1.64548 68.73482
0.79068 1.64605 69.24286
0.79090 1.64664 69.77582
0.78832 1.64722 70.29066
0.78479 1.64776 70.76904
0.78138 1.64831 71.25753
0.78105 1.64887 71.74743
0.78026 1.64943 72.24490
0.77644 1.65002 72.75737
0.77344 1.65059 73.25897
0.77520 1.65114 73.73547
0.77006 1.65177 74.27870
0.76715 1.65236 74.79660
0.76351 1.65296 75.31160
0.76453 1.65347 75.74776
0.76581 1.65403 76.23335
0.76328 1.65467 76.77663
0.76575 1.65520 77.22790
0.76558 1.65586 77.79230
0.76308 1.65634 78.19540
0.75057 1.65681 78.60534
0.90552 1.77943 4.23975
0.90649 1.77947 4.64722
0.90845 1.77962 5.82581
0.90728 1.77968 6.39439
0.90825 1.77977 6.94195
0.91032 1.77984 7.44342
0.90830 1.77990 7.86300
0.90720 1.77997 8.31446
0.90831 1.78006 8.77528
0.90922 1.78016 9.28775
0.90858 1.78025 9.78458
0.90790 1.78034 10.20138
0.90874 1.78046 10.76033
0.90712 1.78057 11.26584
0.90673 1.78068 11.74464
0.90688 1.78082 12.28439
0.90611 1.78093 12.73563
0.90664 1.78107 13.25527
0.90588 1.78121 13.77033
0.90522 1.78133 14.19339
0.90452 1.78148 14.72051
0.90360 1.78163 15.21599
0.90423 1.78180 15.74297
0.90217 1.78194 16.21224
0.90283 1.78215 16.81404
0.90224 1.78229 17.25403
0.90148 1.78245 17.70343
0.90052 1.78265 18.27283
0.89976 1.78283 18.74522
0.89940 1.78301 19.22989
0.89878 1.78320 19.71259
0.89814 1.78342 20.26703
0.89667 1.78362 20.77445
0.89676 1.78384 21.29096
0.89629 1.78405 21.77731
0.89565 1.78425 22.24327
0.89533 1.78447 22.74571
0.89527 1.78471 23.26972
0.89395 1.78493 23.73647
0.89334 1.78517 24.24812
0.89356 1.78541 24.73264
0.89201 1.78565 25.24236
0.89159 1.78590 25.74079
0.89069 1.78618 26.28162
0.89076 1.78643 26.75858
0.89035 1.78669 27.25660
0.88932 1.78696 27.74294
0.88881 1.78723 28.24384
0.88807 1.78754 28.79041
0.88707 1.78779 29.22474
0.88733 1.78808 29.73653
0.88599 1.78837 30.23518
0.88546 1.78868 30.75623
0.88551 1.78897 31.22998
0.88378 1.78930 31.77526
0.88343 1.78959 32.23254
0.88342 1.78993 32.76016
0.88194 1.79023 33.23937
0.88212 1.79060 33.79697
0.88098 1.79088 34.22861
0.88003 1.79125 34.77750
0.88021 1.79157 35.24846
0.87915 1.79194 35.78674
0.87910 1.79224 36.22453
0.87842 1.79261 36.74932
0.87665 1.79295 37.23387
0.87684 1.79334 37.76565
0.87627 1.79368 38.23915
0.87455 1.79406 38.75546
0.87473 1.79444 39.26094
0.87421 1.79483 39.78064
0.87359 1.79521 40.27743
0.87305 1.79557 40.75214
0.87178 1.79594 41.23919
0.87090 1.79636 41.77377
0.87097 1.79674 42.25233
0.86928 1.79713 42.75127
0.86907 1.79755 43.26550
0.86681 1.79795 43.76235
0.86618 1.79835 44.25104
0.86568 1.79879 44.78061
0.86425 1.79917 45.24330
0.86302 1.79960 45.74647
0.86192 1.80002 46.25129
0.86071 1.80047 46.77802
0.85926 1.80090 47.26971
0.85872 1.80131 47.74702
0.85658 1.80175 48.24402
0.85601 1.80217 48.71804
0.85612 1.80268 49.28261
0.85431 1.80309 49.73833
0.85250 1.80358 50.27924
0.85181 1.80400 50.73993
0.85186 1.80447 51.25208
0.84999 1.80495 51.77176
0.84916 1.80541 52.26143
0.84671 1.80586 52.74007
0.84718 1.80633 53.23723
0.84515 1.80685 53.77651
0.84339 1.80730 54.24629
0.84340 1.80778 54.74528
0.84200 1.80826 55.23944
0.83964 1.80879 55.78533
0.83784 1.80925 56.24336
0.83726 1.80972 56.71905
0.83567 1.81022 57.22352
0.83400 1.81076 57.76272
0.83287 1.81127 58.26785
0.83056 1.81179 58.78329
0.82942 1.81229 59.27550
0.82887 1.81284 59.80367
0.82632 1.81330 60.25383
0.82498 1.81382 60.76078
0.82281 1.81435 61.26031
0.82264 1.81485 61.73821
0.81940 1.81540 62.26687
0.81816 1.81589 62.73614
0.81623 1.81647 63.27629
0.81424 1.81695 63.72405
0.81211 1.81748 64.22286
0.81117 1.81802 64.72353
0.80859 1.81862 65.27534
0.80809 1.81912 65.73710
0.80542 1.81971 66.27229
0.80254 1.82022 66.74080
0.80128 1.82078 67.24962
0.80104 1.82134 67.76244
0.79969 1.82189 68.25381
0.79665 1.82239 68.70099
0.79432 1.82301 69.26309
0.79110 1.82354 69.73524
0.78973 1.82409 70.21720
0.78945 1.82465 70.71525
0.78773 1.82520 71.20625
0.78586 1.82580 71.73121
0.78319 1.82646 72.31025
0.78044 1.82693 72.72286
0.77644 1.82752 73.23055
0.77806 1.82813 73.76217
0.77597 1.82867 74.23286
0.77554 1.82934 74.80641
0.77368 1.82990 75.28766
0.77212 1.83051 75.80895
0.77546 1.83093 76.17871
0.77407 1.83145 76.62386
0.77405 1.83214 77.20353
0.76978 1.83274 77.70684
0.89174 1.87746 0.80915
0.89111 1.87782 1.99125
0.89307 1.87782 2.10468
0.89136 1.87789 3.22416
0.88900 1.87797 4.41677
0.89221 1.87801 4.76835
0.89160 1.87804 5.07821
0.89166 1.87811 5.69636
0.89078 1.87819 6.36655
0.89148 1.87824 6.79339
0.88977 1.87830 7.21640
0.89077 1.87841 7.86552
0.89050 1.87848 8.27567
0.89181 1.87856 8.72524
0.88978 1.87864 9.15427
0.88991 1.87875 9.76394
0.89080 1.87887 10.28606
0.88907 1.87896 10.76059
0.89067 1.87908 11.24680
0.88896 1.87919 11.74310
0.88911 1.87933 12.30738
0.88806 1.87946 12.79615
0.88715 1.87956 13.22526
0.88665 1.87971 13.75873
0.88745 1.87985 14.23882
0.88527 1.87999 14.72410
0.88525 1.88014 15.23329
0.88491 1.88030 15.75233
0.88422 1.88047 16.28109
0.88410 1.88063 16.74717
0.88376 1.88081 17.26583
0.88236 1.88099 17.78724
0.88347 1.88116 18.22246
0.88204 1.88135 18.75042
0.88073 1.88153 19.24559
0.88097 1.88172 19.72416
0.88041 1.88193 20.23959
0.87961 1.88214 20.75243
0.87897 1.88237 21.30115
0.87965 1.88259 21.80065
0.87919 1.88279 22.27220
0.87756 1.88302 22.78709
0.87730 1.88322 23.21500
0.87729 1.88346 23.72278
0.87659 1.88372 24.26886
0.87565 1.88396 24.75781
0.87555 1.88421 25.26485
0.87505 1.88446 25.74867
0.87501 1.88473 26.26589
0.87365 1.88499 26.77394
0.87311 1.88523 27.22728
0.87258 1.88552 27.75801
0.87270 1.88579 28.25057
0.87183 1.88608 28.75865
0.87186 1.88636 29.24649
0.87037 1.88663 29.72642
0.86997 1.88693 30.23613
0.87000 1.88722 30.71387
0.86839 1.88754 31.25222
0.86820 1.88785 31.74597
0.86862 1.88817 32.25872
0.86753 1.88850 32.78580
0.86662 1.88880 33.25784
0.86598 1.88912 33.74534
0.86530 1.88943 34.21320
0.86361 1.88979 34.75481
0.86405 1.89012 35.24604
0.86342 1.89045 35.73104
0.86298 1.89083 36.28010
0.86204 1.89116 36.74596
0.86043 1.89148 37.20715
0.86063 1.89183 37.70332
0.85923 1.89221 38.22246
0.85850 1.89257 38.70715
0.85925 1.89298 39.25706
0.85726 1.89334 39.73795
0.85638 1.89371 40.22422
0.85494 1.89415 40.80569
0.85484 1.89448 41.22446
0.85353 1.89493 41.80002
0.85343 1.89525 42.21488
0.85269 1.89568 42.74165
0.85085 1.89608 43.24563
0.85069 1.89648 43.73523
0.84908 1.89692 44.27462
0.84880 1.89733 44.76497
0.84759 1.89774 45.25654
0.84759 1.89815 45.73844
0.84591 1.89860 46.26443
0.84487 1.89902 46.75475
0.84475 1.89947 47.27408
0.84288 1.89986 47.71540
0.84188 1.90035 48.28013
0.84167 1.90076 48.73925
0.84002 1.90124 49.27129
0.83990 1.90169 49.76813
0.83886 1.90208 50.19304
0.83749 1.90257 50.73302
0.83665 1.90305 51.25590
0.83538 1.90352 51.75178
0.83449 1.90400 52.26639
0.83330 1.90443 52.72877
0.83137 1.90491 53.23652
0.83105 1.90542 53.76513
0.82882 1.90590 54.26545
0.82818 1.90635 54.73012
0.82677 1.90684 55.23813
0.82651 1.90732 55.72773
0.82442 1.90783 56.24665
0.82142 1.90833 56.75845
0.82032 1.90884 57.26868
0.82055 1.90930 57.72414
0.81814 1.90985 58.27849
0.81426 1.91034 58.76206
0.81412 1.91083 59.23732
0.81287 1.91135 59.75012
0.81044 1.91186 60.24392
0.80758 1.91239 60.76209
0.80626 1.91287 61.22370
0.80558 1.91340 61.72938
0.80242 1.91397 62.26774
0.80110 1.91450 62.77253
0.79839 1.91502 63.26032
0.79623 1.91554 63.74527
0.79635 1.91610 64.26548
0.79426 1.91664 64.76529
0.79290 1.91719 65.26954
0.79089 1.91768 65.72459
0.78641 1.91825 66.24791
0.78479 1.91880 66.75172
0.78508 1.91933 67.22720
0.78427 1.91997 67.80087
0.78094 1.92040 68.19479
0.77618 1.92103 68.75863
0.77887 1.92159 69.25605
0.77507 1.92209 69.70923
0.77054 1.92272 70.26638
0.77004 1.92332 70.79650
0.76840 1.92381 71.22517
0.76451 1.92439 71.74212
0.76479 1.92493 72.21262
0.76232 1.92556 72.76406
0.75888 1.92612 73.24961
0.75310 1.92666 73.71726
0.75571 1.92728 74.25637
0.75291 1.92780 74.70843
0.75161 1.92843 75.25076
0.74856 1.92897 75.71498
0.74790 1.92951 76.17894
0.75195 1.93006 76.64179
0.74707 1.93053 77.05354
0.74878 1.93128 77.68347
0.87866 1.97842 0.81036
0.87915 1.97845 2.81376
0.88257 1.97859 4.64541
0.87817 1.97871 5.27901
0.88232 1.97874 5.88876
0.87744 1.97882 6.30895
0.88071 1.97892 7.21406
0.88184 1.97904 7.78533
0.88162 1.97911 8.30506
0.88189 1.97920 8.77765
0.88265 1.97929 9.28138
0.88268 1.97941 9.80945
0.88242 1.97950 10.29323
0.88277 1.97961 10.75162
0.88281 1.97972 11.25884
0.88226 1.97984 11.76048
0.88226 1.97997 12.25516
0.88298 1.98010 12.76810
0.88316 1.98023 13.25225
0.88242 1.98037 13.75828
0.88250 1.98052 14.27167
0.88215 1.98066 14.75178
0.88192 1.98082 15.25361
0.88169 1.98096 15.73090
0.88109 1.98113 16.26581
0.88086 1.98129 16.75182
0.88040 1.98146 17.23084
0.88025 1.98163 17.73613
0.87951 1.98182 18.23882
0.87883 1.98201 18.75200
0.87865 1.98220 19.25437
0.87786 1.98239 19.73883
0.87767 1.98260 20.27241
0.87707 1.98279 20.75952
0.87679 1.98299 21.22533
0.87621 1.98322 21.73999
0.87564 1.98345 22.25711
0.87507 1.98367 22.73577
0.87464 1.98389 23.23830
0.87402 1.98412 23.73697
0.87333 1.98437 24.24963
0.87261 1.98461 24.74330
0.87259 1.98486 25.26671
0.87235 1.98510 25.75219
0.87161 1.98536 26.24456
0.87131 1.98563 26.76276
0.87078 1.98589 27.25447
0.87030 1.98616 27.74632
0.86976 1.98645 28.26206
0.86979 1.98673 28.76615
0.86889 1.98701 29.24435
0.86841 1.98729 29.76369
0.86785 1.98760 30.25791
0.86705 1.98790 30.74317
0.86688 1.98819 31.24452
0.86648 1.98851 31.74419
0.86589 1.98883 32.25552
0.86557 1.98915 32.74841
0.86479 1.98946 33.25405
0.86415 1.98980 33.74951
0.86364 1.99011 34.26230
0.86302 1.99047 34.74911
0.86250 1.99079 35.24572
0.86223 1.99114 35.75563
0.86190 1.99148 36.24285
0.86089 1.99183 36.74258
0.86051 1.99217 37.24879
0.85976 1.99254 37.74926
0.85933 1.99290 38.24935
0.85881 1.99330 38.76394
0.85795 1.99366 39.25930
0.85767 1.99403 39.75561
0.85705 1.99442 40.25410
0.85632 1.99481 40.74917
0.85597 1.99518 41.26770
0.85523 1.99558 41.75667
0.85416 1.99598 42.24945
0.85371 1.99638 42.75136
0.85291 1.99677 43.24406
0.85210 1.99717 43.74712
0.85111 1.99760 44.25897
0.85031 1.99801 44.76129
0.84973 1.99842 45.24816
0.84865 1.99884 45.74616
0.84787 1.99927 46.25571
0.84702 1.99969 46.75356
0.84591 2.00014 47.26097
0.84496 2.00056 47.75486
0.84399 2.00100 48.25309
0.84285 2.00144 48.75361
0.84198 2.00188 49.23200
0.84042 2.00234 49.74890
0.83959 2.00279 50.23908
0.83838 2.00327 50.74970
0.83730 2.00371 51.25908
0.83633 2.00418 51.74673
0.83476 2.00466 52.25659
0.83416 2.00511 52.74566
0.83278 2.00559 53.23326
0.83169 2.00606 53.75295
0.83033 2.00656 54.24521
0.82910 2.00704 54.74977
0.82810 2.00754 55.25975
0.82691 2.00801 55.73424
0.82532 2.00851 56.25677
0.82429 2.00900 56.75540
0.82319 2.00951 57.25912
0.82248 2.00998 57.74974
0.82092 2.01048 58.23631
0.81939 2.01098 58.73818
0.81819 2.01150 59.22951
0.81660 2.01202 59.73736
0.81501 2.01256 60.26597
0.81338 2.01306 60.73986
0.81218 2.01357 61.23889
0.81042 2.01411 61.74790
0.80942 2.01463 62.24007
0.80774 2.01516 62.75283
0.80570 2.01567 63.23506
0.80531 2.01621 63.73629
0.80342 2.01678 64.24988
0.80111 2.01730 64.72698
0.80012 2.01784 65.24896
0.79858 2.01840 65.75955
0.79687 2.01892 66.24706
0.79689 2.01948 66.75676
0.79396 2.02004 67.24926
0.79224 2.02060 67.73922
0.79043 2.02113 68.23112
0.78862 2.02170 68.74941
0.78731 2.02229 69.27797
0.78466 2.02281 69.72445
0.78364 2.02340 70.25034
0.78254 2.02395 70.76056
0.78032 2.02451 71.24671
0.77979 2.02503 71.72872
0.77951 2.02563 72.23968
0.77565 2.02627 72.77250
0.77473 2.02679 73.27719
0.77430 2.02730 73.71374
0.77198 2.02798 74.24733
0.77040 2.02847 74.71739
0.77000 2.02901 75.23748
0.77026 2.02959 75.71619
0.76503 2.03021 76.20001
0.76326 2.03066 76.73003
0.76672 2.03171 77.31541
0.77222 2.03187 77.62043
0.87525 2.15096 0.80794
0.87931 2.15145 1.88128
0.87585 2.15145 2.26848
0.87622 2.15145 2.56704
0.87744 2.15152 3.22416
0.87451 2.15152 3.68706
0.87850 2.15160 4.26172
0.87646 2.15164 4.80986
0.87534 2.15167 5.16145
0.87441 2.15174 5.75003
0.87630 2.15182 6.31984
0.87471 2.15188 6.78203
0.87583 2.15196 7.36436
0.87507 2.15203 7.79830
0.87588 2.15211 8.29062
0.87626 2.15221 8.83049
0.87472 2.15228 9.24333
0.87294 2.15237 9.74409
0.87463 2.15248 10.22824
0.87321 2.15260 10.78916
0.87389 2.15270 11.22725
0.87158 2.15281 11.74163
0.87227 2.15294 12.25504
0.87288 2.15308 12.79444
0.87253 2.15320 13.25143
0.87134 2.15334 13.74347
0.87112 2.15347 14.22829
0.87069 2.15362 14.71802
0.86977 2.15378 15.26268
0.86971 2.15394 15.74740
0.86901 2.15411 16.29463
0.87122 2.15430 16.81960
0.86768 2.15441 17.18921
0.86800 2.15462 17.74634
0.86655 2.15479 18.24280
0.86666 2.15498 18.75282
0.86646 2.15519 19.28036
0.86665 2.15540 19.80637
0.86531 2.15555 20.21482
0.86599 2.15576 20.70249
0.86468 2.15600 21.27763
0.86452 2.15622 21.77799
0.86366 2.15642 22.25065
0.86403 2.15666 22.76441
0.86241 2.15687 23.23206
0.86230 2.15713 23.78749
0.86187 2.15734 24.22742
0.86044 2.15759 24.71833
0.86138 2.15783 25.21079
0.86061 2.15810 25.76044
0.85999 2.15836 26.24792
0.85916 2.15861 26.73408
0.85805 2.15887 27.22259
0.85780 2.15918 27.78403
0.85785 2.15946 28.30123
0.85781 2.15973 28.76667
0.85634 2.15999 29.23483
0.85571 2.16027 29.72104
0.85501 2.16057 30.22046
0.85442 2.16089 30.75541
0.85395 2.16122 31.29928
0.85323 2.16149 31.73259
0.85332 2.16183 32.27044
0.85288 2.16212 32.73184
0.85162 2.16246 33.25719
0.85051 2.16280 33.77823
0.85087 2.16310 34.24108
0.85013 2.16345 34.74947
0.84985 2.16380 35.26705
0.84910 2.16411 35.72638
0.84855 2.16448 36.25691
0.84752 2.16482 36.73415
0.84689 2.16519 37.25678
0.84621 2.16557 37.77634
0.84561 2.16592 38.26064
0.84511 2.16631 38.77959
0.84563 2.16667 39.25745
0.84404 2.16708 39.80510
0.84287 2.16741 40.24195
0.84236 2.16783 40.78711
0.84180 2.16819 41.24802
0.83978 2.16859 41.75458
0.84035 2.16898 42.24516
0.84002 2.16935 42.70538
0.83853 2.16979 43.25805
0.83838 2.17017 43.71424
0.83694 2.17063 44.26579
0.83721 2.17102 44.73937
0.83486 2.17143 45.23619
0.83497 2.17189 45.77612
0.83327 2.17231 46.26128
0.83362 2.17275 46.77421
0.83180 2.17318 47.26802
0.83054 2.17358 47.73149
0.83045 2.17400 48.20856
0.82875 2.17449 48.75759
0.82725 2.17494 49.26007
0.82669 2.17539 49.76310
0.82642 2.17586 50.27688
0.82459 2.17630 50.75477
0.82184 2.17675 51.25130
0.82112 2.17719 51.72219
0.82147 2.17767 52.23565
0.81921 2.17813 52.72480
0.81850 2.17863 53.24608
0.81596 2.17912 53.76756
0.81489 2.17957 54.23449
0.81365 2.18008 54.75950
0.81235 2.18055 55.24365
0.81080 2.18107 55.77066
0.80952 2.18160 56.31074
0.80661 2.18202 56.72930
0.80645 2.18255 57.25956
0.80420 2.18303 57.74176
0.80281 2.18355 58.25797
0.80056 2.18408 58.77689
0.79964 2.18456 59.24495
0.79825 2.18505 59.72778
0.79674 2.18557 60.22638
0.79439 2.18609 60.73145
0.79335 2.18667 61.27562
0.79078 2.18719 61.76947
0.78943 2.18773 62.28524
0.79001 2.18818 62.70717
0.78792 2.18878 63.27524
0.78526 2.18933 63.78554
0.78319 2.18980 64.22340
0.77950 2.19040 64.77439
0.77745 2.19093 65.26400
0.77762 2.19143 65.72642
0.77506 2.19204 66.28524
0.77054 2.19255 66.75040
0.77099 2.19313 67.27929
0.76640 2.19364 67.74298
0.76227 2.19425 68.28594
0.75907 2.19474 68.72658
0.75665 2.19532 69.24486
0.75322 2.19590 69.76646
0.75194 2.19643 70.23558
0.74752 2.19695 70.69835
0.74810 2.19757 71.23755
